gene_id
ENSG00000226119.1_5
ENSG00000234901.1_4
ENSG00000184905.9_4
ENSG00000204071.10_3
ENSG00000184515.11_3
ENSG00000251525.6_4
ENSG00000268235.7_3
ENSG00000269405.6_2
ENSG00000273746.1_5
ENSG00000284800.1_3
ENSG00000269437.7_4
ENSG00000231590.2_5
ENSG00000215029.9_4
ENSG00000158164.7_3
ENSG00000176318.8_4
ENSG00000196970.8_2
ENSG00000235976.2_5
ENSG00000166432.15_3
ENSG00000252810.1
ENSG00000235196.3_5
ENSG00000125962.14_5
ENSG00000271147.7_5
ENSG00000270050.1_6
ENSG00000227211.2_5
ENSG00000198932.13_5
ENSG00000252294.1
ENSG00000230320.1_4
ENSG00000158301.18_3
ENSG00000286237.1_1
ENSG00000198908.12_4
ENSG00000223546.6_6
ENSG00000232282.1_4
ENSG00000229954.1_4
ENSG00000237300.2_4
ENSG00000237628.2_4
ENSG00000228316.1_5
ENSG00000224471.2_4
ENSG00000226056.1_4
ENSG00000234886.1_2
ENSG00000227649.1_5
ENSG00000229794.2_5
ENSG00000239407.5_6
ENSG00000126952.16_2
ENSG00000102128.8_3
ENSG00000234050.1_5
ENSG00000224632.1_5
ENSG00000102290.22_3
ENSG00000215089.3_4
ENSG00000211526.1
ENSG00000230543.1_4
ENSG00000225912.1_5
ENSG00000285445.1_3
ENSG00000237873.1_5
ENSG00000178146.9_5
ENSG00000237891.1_5
ENSG00000236077.2_5
ENSG00000237860.1_5
ENSG00000230159.1_5
ENSG00000274631.1_5
ENSG00000235274.1_5
ENSG00000260683.1_5
ENSG00000230538.1_5
ENSG00000280275.1_5
ENSG00000233067.2_5
ENSG00000237019.1_5
ENSG00000122824.11_4
ENSG00000229151.1_5
ENSG00000226530.1_6
ENSG00000187690.4_5
ENSG00000196368.5_4
ENSG00000234766.1_5
ENSG00000224109.3_6
ENSG00000283093.1_6
ENSG00000227997.3
ENSG00000223591.5_6
ENSG00000189369.8_3
ENSG00000179222.17_4
ENSG00000236576.1_5
ENSG00000252377.1
ENSG00000228827.1_5
ENSG00000232951.1_4
ENSG00000237528.1_5
ENSG00000232562.1_4
ENSG00000182776.4_5
ENSG00000279750.3_5
ENSG00000187243.16_5
ENSG00000221705.1
ENSG00000154545.16_3
ENSG00000221475.1
ENSG00000179028.4_5
ENSG00000276474.1_5
ENSG00000155622.7_3
ENSG00000225957.1_5
ENSG00000276897.1_5
ENSG00000224556.2_5
ENSG00000250084.1_5
ENSG00000278358.1_5
ENSG00000278160.1_5
ENSG00000275643.1_1
ENSG00000204382.7
ENSG00000223395.2_4
ENSG00000204379.6
ENSG00000235073.1
ENSG00000225322.1
ENSG00000233742.1
ENSG00000227628.1
ENSG00000231283.1
ENSG00000231775.1
ENSG00000232384.1
ENSG00000227469.1
ENSG00000183461.12
ENSG00000229936.1
ENSG00000204376.7
ENSG00000204375.5
ENSG00000231457.1
ENSG00000277289.1_5
ENSG00000227058.1_5
ENSG00000231593.1_5
ENSG00000228771.1_5
ENSG00000185319.5_4
ENSG00000197185.7_4
ENSG00000234792.1_5
ENSG00000157965.11_3
ENSG00000187754.8_2
ENSG00000228354.1_5
ENSG00000222608.1_1
ENSG00000225508.1_4
ENSG00000237275.1_5
ENSG00000241476.8_3
ENSG00000223958.1_5
ENSG00000225397.1_5
ENSG00000229826.2_5
ENSG00000238127.1
ENSG00000268447.5_2
ENSG00000269281.2_5
ENSG00000226867.1_5
ENSG00000204363.4_2
ENSG00000229885.1_5
ENSG00000171405.12_2
ENSG00000196395.7_5
ENSG00000224781.1_4
ENSG00000171402.15_3
ENSG00000223438.1_6
ENSG00000277215.1_5
ENSG00000196406.4_2
