gene_id
ENSG00000234161.1_5
ENSG00000236413.2_5
ENSG00000174740.8_4
ENSG00000101871.14_3
ENSG00000228459.3_4
ENSG00000101825.8_3
ENSG00000213487.3_4
ENSG00000207202.1
ENSG00000147044.21_7
ENSG00000265741.1
ENSG00000217624.2_5
ENSG00000242559.2
ENSG00000171659.15_5
ENSG00000171657.6_3
ENSG00000229822.2_5
ENSG00000212207.1
ENSG00000265686.1
ENSG00000134602.16_3
ENSG00000165694.9_3
ENSG00000235190.1_5
ENSG00000200587.1_1
ENSG00000233033.1_5
ENSG00000224630.2_5
ENSG00000235598.1_4
ENSG00000237875.1_5
ENSG00000228819.1_5
ENSG00000235124.1_4
ENSG00000236852.1_5
ENSG00000228182.1_4
ENSG00000234570.1_4
ENSG00000235170.1_4
